"Tanggal","temp_avg","hum_avg","wind_avg","rainfall","sunshine"
"10-05-2020","27","87","2","","0"
"11-05-2020","26.2","88","2","1","4.8"
"12-05-2020","27","85","1","15","2.4"
"13-05-2020","27.7","84","1","2.5","8"
"14-05-2020","","","2","8888","2.2"
"15-05-2020","27.6","80","2","","8.4"
"16-05-2020","27.3","78","1","","9.2"
"17-05-2020","26.8","82","1","","9.2"
"18-05-2020","25.9","91","1","18.8","7"
"19-05-2020","","","1","68.9","2.3"
"20-05-2020","26.8","87","3","","6.2"
"21-05-2020","","","","",""
"22-05-2020","27.7","83","1","","3.6"
"23-05-2020","27.9","75","2","","9.5"
"24-05-2020","","","3","",""
"25-05-2020","26.8","84","1","","7.8"
"26-05-2020","26.7","84","1","34.5","6.2"
"27-05-2020","27.1","82","1","","4.1"
"28-05-2020","27.3","84","2","0.3","8.9"
"29-05-2020","26.9","86","2","7.5","3.2"
"30-05-2020","26.6","83","2","2.8","6.9"
"31-05-2020","27.7","82","2","0","8.1"
"01-06-2020","26.5","82","2","","5.7"
"02-06-2020","26","84","3","0.2","7.4"
"03-06-2020","27.3","82","2","10.8","5.9"
"04-06-2020","27.2","78","2","","9"
"05-06-2020","","","2","","5.6"
"06-06-2020","27.1","83","1","3.1","3.4"
"07-06-2020","26.1","84","2","","8.3"
"08-06-2020","26.5","85","1","10.3","6.6"
"09-06-2020","26.4","86","1","9.5","5.6"
"10-06-2020","26.7","81","2","","5.8"
"11-06-2020","26.6","88","1","3","8.8"
"12-06-2020","27.6","80","2","3","6"
"13-06-2020","26.4","84","2","19.1","7.9"
"14-06-2020","27.4","78","1","36.7","8.8"
"15-06-2020","27.2","86","2","0.2","9.5"
"16-06-2020","","","1","","2.3"
"17-06-2020","27.3","78","2","","8.5"
"18-06-2020","26","85","2","","8.5"
"19-06-2020","26","89","1","58.1","7.1"
"20-06-2020","27","81","2","0.1","2"
"21-06-2020","26.4","79","1","","8.8"
"22-06-2020","25.3","86","2","","6.5"
"23-06-2020","26.7","83","2","21.7","3.7"
"24-06-2020","25.7","86","2","61.5","6.8"
"25-06-2020","27","80","1","","6.7"
"26-06-2020","27.2","84","2","","9.1"
"27-06-2020","26.7","82","1","8.9","8.5"
"28-06-2020","27.2","83","2","",""
"29-06-2020","27.7","74","2","","7.6"
"30-06-2020","27.3","77","2","","7.5"
"01-07-2020","26.8","78","1","","9.8"
"02-07-2020","24.7","90","2","","9.2"
"03-07-2020","26.5","82","2","19","2"
"04-07-2020","26","88","1","32.7","2.6"
"05-07-2020","25.7","79","2","","0.1"
"06-07-2020","25","83","1","","10.2"
"07-07-2020","26.5","81","1","25.3","6.3"
"08-07-2020","25.7","87","3","","7.1"
"09-07-2020","25.2","84","2","50.6","6.4"
"10-07-2020","25.6","86","2","1","4.5"
"11-07-2020","27","77","1","0.1","2.3"
"12-07-2020","26.2","83","3","","7.2"
"13-07-2020","26.5","83","1","6.9","8.1"
"14-07-2020","25.8","87","1","1.1","5.4"
"15-07-2020","25.9","88","1","6.8","4.8"
"16-07-2020","26.5","83","1","8888","0"
"17-07-2020","26.2","82","2","0","0.5"
"18-07-2020","26.9","78","1","","8"
"19-07-2020","26.7","82","1","","8.5"
"20-07-2020","26.2","86","1","1.2","8.1"
"21-07-2020","26","86","2","11.5","7.5"
"22-07-2020","26.8","84","1","16.5","6.7"
"23-07-2020","26.3","83","1","12.5","8.4"
"24-07-2020","26.8","80","1","1.1","8.2"
"25-07-2020","26.7","76","2","","8.1"
"26-07-2020","26","72","2","","7.5"
"27-07-2020","26.1","76","1","0","7.9"
"28-07-2020","25.9","78","1","0","9.2"
"29-07-2020","26","76","2","","8.3"
"30-07-2020","26.6","74","2","","8.4"
"31-07-2020","25.7","65","1","","9.2"
